Started at:      12 JUN 12 18:10 UTC    

   Time AscRate Hgt/MSL Pressure   Temp  RH   Dewp  Dir Speed

 min  s     m/s       m      hPa   degC   %   degC  deg   m/s
   6 54     2.0     977    908.3   15.9  70   10.5   25   1.7

   6 56     2.0     982    907.8   15.9  69   10.3   24   1.6

   6 58     2.0     986    907.4   15.8  69   10.2   24   1.6

   7  0     2.0     990    906.9   15.8  69   10.1   24   1.6

   7  2     2.1     994    906.5   15.8  68   10.0   24   1.6

   7  4     2.1     998    906.0   15.8  68   10.0   24   1.6

   7  6     2.1    1003    905.6   15.7  67    9.6   26   1.5

   7  8     2.1    1007    905.2   15.7  67    9.6   26   1.5

   7 10     2.1    1011    904.7   15.7  66    9.4   26   1.5

   7 12     2.1    1015    904.3   15.7  66    9.4   26   1.5

   7 14     2.1    1019    903.8   15.7  66    9.4   26   1.5

   7 16     2.1    1023    903.4   15.6  65    9.1   25   1.4

   7 18     2.1    1027    902.9   15.6  65    9.1   25   1.4

   7 20     2.1    1031    902.5   15.6  65    9.1   25   1.4

   7 22     2.1    1035    902.1   15.6  65    9.1   25   1.4

   7 24     2.1    1039    901.6   15.6  65    9.1   25   1.4

   7 26     2.1    1044    901.2   15.6  65    9.1   29   1.4

   7 28     2.1    1048    900.7   15.6  65    9.1   29   1.4

   7 30     2.1    1052    900.3   15.6  65    9.1   29   1.4

   7 32     2.1    1056    899.9   15.6  65    9.1   29   1.4

   7 34     2.1    1060    899.4   15.5  65    9.0   29   1.4

   7 36     2.1    1065    899.0   15.5  64    8.8   38   1.4

   7 38     2.1    1069    898.5   15.4  64    8.7   38   1.4

   7 40     2.1    1073    898.1   15.4  64    8.6   38   1.4

   7 42     2.1    1077    897.7   15.4  64    8.7   38   1.4

   7 44     2.1    1081    897.2   15.4  64    8.7   38   1.4

   7 46     2.1    1086    896.8   15.3  63    8.4   43   1.4

   7 48     2.1    1090    896.4   15.3  63    8.4   43   1.4

   7 50     2.1    1094    895.9   15.3  63    8.3   43   1.4

   7 52     2.1    1098    895.5   15.3  63    8.4   43   1.4

   7 54     2.1    1102    895.0   15.3  63    8.4   43   1.4

   7 56     2.1    1106    894.6   15.3  63    8.4   45   1.5

   7 58     2.1    1110    894.2   15.3  63    8.4   45   1.5

   8  0     2.1    1114    893.7   15.3  63    8.3   45   1.5

   8  2     2.1    1119    893.3   15.3  63    8.4   45   1.5

   8  4     2.1    1123    892.8   15.3  62    8.1   45   1.5

   8  6     2.1    1128    892.3   15.3  62    8.1   44   1.4

   8  8     2.1    1132    891.8   15.3  61    7.9   44   1.4

   8 10     2.1    1137    891.3   15.3  61    7.8   44   1.4

   8 12     2.2    1142    890.9   15.3  61    7.9   44   1.4

   8 14     2.2    1146    890.4   15.2  62    8.0   44   1.4

   8 16     2.2    1151    889.9   15.2  62    8.0   37   1.1

   8 18     2.2    1155    889.4   15.1  63    8.2   37   1.1

   8 20     2.2    1160    888.9   15.1  63    8.1   37   1.1

   8 22     2.2    1164    888.5   15.1  63    8.2   37   1.1

   8 24     2.2    1168    888.1   15.1  64    8.4   37   1.1

   8 26     2.2    1173    887.6   15.0  64    8.3   28   1.0

   8 28     2.2    1177    887.2   15.0  65    8.5   28   1.0

   8 30     2.2    1181    886.8   15.0  65    8.5   28   1.0

   8 32     2.1    1185    886.3   15.0  65    8.5   28   1.0

   8 34     2.1    1189    885.9   15.0  66    8.8   28   1.0

   8 36     2.1    1193    885.5   14.9  66    8.7   17   1.0

   8 38     2.1    1197    885.1   14.9  67    8.9   17   1.0

   8 40     2.1    1201    884.6   14.9  67    8.8   17   1.0

   8 42     2.1    1205    884.2   14.9  68    9.1   17   1.0

   8 44     2.1    1209    883.8   14.9  68    9.1   17   1.0

   8 46     2.1    1214    883.3   14.8  69    9.2  360   1.3

   8 48     2.1    1218    882.9   14.8  69    9.2  360   1.3

   8 50     2.1    1222    882.5   14.8  70    9.4  360   1.3

   8 52     2.0    1226    882.1   14.8  70    9.4  360   1.3

   8 54     2.0    1230    881.7   14.8  70    9.4  360   1.3

   8 56     2.0    1233    881.3   14.7  71    9.6  338   1.5

   8 58     2.0    1237    880.9   14.7  71    9.6  338   1.5

   9  0     2.0    1241    880.5   14.7  71    9.5  338   1.5

   9  2     1.9    1245    880.1   14.7  72    9.8  338   1.5

   9  4     1.9    1248    879.8   14.7  72    9.8  338   1.5

   9  6     1.9    1252    879.4   14.7  73   10.0  330   1.8

   9  8     1.9    1255    879.0   14.7  73   10.0  330   1.8

   9 10     1.9    1259    878.6   14.7  74   10.1  330   1.8

   9 12     2.0    1264    878.1   14.7  74   10.2  330   1.8

   9 14     2.0    1268    877.6   14.7  74   10.2  330   1.8

   9 16     2.0    1273    877.2   14.7  74   10.2  318   2.3

   9 18     2.0    1277    876.7   14.7  74   10.2  318   2.3

   9 20     2.0    1282    876.2   14.7  74   10.1  318   2.3

   9 22     2.2    1287    875.7   14.7  74   10.2  318   2.3

   9 24     2.2    1292    875.2   14.7  74   10.2  318   2.3

   9 26     2.2    1297    874.7   14.7  74   10.2  311   2.9

   9 28     2.2    1302    874.2   14.7  74   10.2  311   2.9

   9 30     2.2    1307    873.7   14.7  74   10.1  311   2.9

   9 32     2.5    1312    873.1   14.7  74   10.2  311   2.9

   9 34     2.5    1318    872.6   14.7  74   10.2  311   2.9

   9 36     2.5    1323    872.0   14.6  74   10.1  306   3.5

   9 38     2.5    1329    871.5   14.6  74   10.1  306   3.5

   9 40     2.5    1334    870.9   14.6  74   10.0  306   3.5

   9 42     2.6    1339    870.4   14.6  74   10.1  306   3.5

   9 44     2.6    1345    869.8   14.5  74   10.0  306   3.5

   9 46     2.6    1350    869.2   14.5  75   10.2  302   3.8

   9 48     2.6    1356    868.7   14.4  75   10.1  302   3.8

   9 50     2.6    1361    868.1   14.4  75   10.0  302   3.8

   9 52     2.7    1366    867.6   14.4  75   10.1  302   3.8

   9 54     2.7    1371    867.0   14.4  75   10.1  302   3.8

   9 56     2.7    1377    866.5   14.3  76   10.2  298   4.2

   9 58     2.7    1382    865.9   14.3  76   10.2  298   4.2

  10  0     2.7    1387    865.4   14.3  76   10.1  298   4.2

  10  2     2.7    1392    864.8   14.3  76   10.2  298   4.2

  10  4     2.7    1398    864.3   14.2  76   10.1  298   4.2

  10  6     2.7    1403    863.7   14.2  77   10.3  296   4.4

  10  8     2.7    1409    863.2   14.1  77   10.2  296   4.4

  10 10     2.7    1414    862.7   14.1  77   10.1  296   4.4

  10 12     2.6    1419    862.1   14.1  77   10.2  296   4.4

  10 14     2.6    1424    861.6   14.0  77   10.1  296   4.4

  10 16     2.6    1429    861.1   14.0  78   10.3  294   4.6

  10 18     2.6    1434    860.6   13.9  78   10.2  294   4.6

  10 20     2.6    1439    860.1   13.9  78   10.1  294   4.6

  10 22     2.5    1444    859.7   13.9  78   10.2  294   4.6

  10 24     2.5    1448    859.2   13.8  78   10.1  294   4.6

  10 26     2.5    1453    858.7   13.8  78   10.1  292   4.7

  10 28     2.5    1457    858.3   13.7  78   10.0  292   4.7

  10 30     2.5    1462    857.8   13.7  78    9.9  292   4.7

  10 32     2.3    1466    857.4   13.7  78   10.0  292   4.7

  10 34     2.3    1470    857.0   13.6  78    9.9  292   4.7

  10 36     2.3    1474    856.6   13.6  78    9.9  291   4.9

  10 38     2.3    1478    856.1   13.5  78    9.8  291   4.9

  10 40     2.3    1482    855.7   13.5  78    9.8  291   4.9

  10 42     2.1    1486    855.3   13.5  78    9.8  291   4.9

  10 44     2.1    1490    854.9   13.4  78    9.7  291   4.9

  10 46     2.1    1495    854.5   13.4  77    9.5  291   4.9

  10 48     2.1    1499    854.1   13.3  77    9.4  291   4.9
