ÿStart Up Date 19 JUN 12 12:40 UTC       



System test passed  -No errors found    





Sounding program REV 8.36 using GPS    



Station  : 03888 PEZZI-2012

Location : 33.77 S  51.19 W      0 m



RS-number:  E2041384





Ground check  :    Ref     RS   Corr



  Pressure    : 1012.8 1011.1    1.7

  Temperature :   23.3   23.6   -0.3

  Humidity    :      0      4     -4

                     0      4     -4



Started at:      19 JUN 12 12:54 UTC    

   Time AscRate Hgt/MSL Pressure   Temp  RH   Dewp  Dir Speed

 min  s     m/s       m      hPa   degC   %   degC  deg   m/s
   4 22     4.2    1110    885.5    4.3  93    3.3  251   8.3

   4 24     4.2    1117    884.7    4.3  92    3.2  251   8.3

   4 26     4.2    1125    883.9    4.2  92    3.1  249   8.1

   4 28     4.2    1132    883.1    4.2  91    2.9  249   8.1

   4 30     4.2    1140    882.2    4.1  91    2.8  249   8.1

   4 32     3.9    1147    881.5    4.2  90    2.7  249   8.1

   4 34     3.9    1154    880.7    4.3  90    2.8  249   8.1

   4 36     3.9    1161    879.9    4.3  89    2.7  245   7.9

   4 38     3.9    1168    879.1    4.4  89    2.8  245   7.9

   4 40     3.9    1175    878.4    4.5  88    2.7  245   7.9

   4 42     3.4    1181    877.7    4.9  85    2.6  245   7.9

   4 44     3.4    1187    877.1    5.2  83    2.6  245   7.9

   4 46     3.4    1193    876.4    5.6  80    2.5  241   7.7

   4 48     3.4    1199    875.8    5.9  78    2.4  241   7.7

   4 50     3.4    1205    875.2    6.3  75    2.2  241   7.7

   4 52     3.2    1211    874.5    6.3  73    1.9  241   7.7

   4 54     3.2    1217    873.9    6.3  71    1.5  241   7.7

   4 56     3.2    1224    873.2    6.4  70    1.4  237   7.6

   4 58     3.2    1230    872.6    6.4  68    1.0  237   7.6

   5  0     3.2    1236    872.0    6.4  66    0.5  237   7.6

   5  2     2.9    1241    871.4    6.4  65    0.4  237   7.6

   5  4     2.9    1246    870.9    6.3  65    0.3  237   7.6

   5  6     2.9    1252    870.3    6.3  64    0.0  234   7.7

   5  8     2.9    1257    869.8    6.2  64   -0.1  234   7.7

   5 10     2.9    1262    869.2    6.2  63   -0.3  234   7.7

   5 12     2.8    1268    868.6    6.2  62   -0.5  234   7.7

   5 14     2.8    1273    868.0    6.2  62   -0.5  234   7.7

   5 16     2.8    1279    867.4    6.2  61   -0.7  231   7.8

   5 18     2.8    1284    866.8    6.2  61   -0.7  231   7.8

   5 20     2.8    1290    866.2    6.2  60   -1.0  231   7.8

   5 22     2.8    1296    865.6    6.2  59   -1.2  231   7.8

   5 24     2.8    1302    865.0    6.1  59   -1.3  231   7.8

   5 26     2.8    1308    864.3    6.1  58   -1.5  228   7.9

   5 28     2.8    1314    863.7    6.0  58   -1.6  228   7.9

   5 30     2.8    1320    863.1    6.0  57   -1.9  228   7.9

   5 32     2.9    1326    862.4    6.0  57   -1.8  228   7.9

   5 34     2.9    1332    861.8    6.0  56   -2.1  228   7.9

   5 36     2.9    1338    861.2    6.0  56   -2.1  226   7.9

   5 38     2.9    1344    860.5    6.0  55   -2.3  226   7.9

   5 40     2.9    1350    859.9    6.0  55   -2.3  226   7.9

   5 42     2.9    1356    859.3    6.0  55   -2.3  226   7.9

   5 44     2.9    1361    858.7    6.0  55   -2.3  226   7.9

   5 46     2.9    1367    858.2    5.9  54   -2.6  224   7.9

   5 48     2.9    1372    857.6    5.9  54   -2.6  224   7.9

   5 50     2.9    1378    857.0    5.9  54   -2.7  224   7.9

   5 52     2.9    1384    856.4    5.9  54   -2.6  224   7.9

   5 54     2.9    1390    855.7    5.9  53   -2.9  224   7.9

   5 56     2.9    1396    855.1    5.9  53   -2.9  223   7.7

   5 58     2.9    1402    854.5    5.9  52   -3.2  223   7.7

   6  0     2.9    1408    853.9    5.9  52   -3.2  223   7.7

   6  2     2.9    1414    853.3    5.9  51   -3.4  223   7.7

   6  4     2.9    1419    852.7    5.9  50   -3.7  223   7.7

   6  6     2.9    1425    852.1    5.9  50   -3.7  223   7.5

   6  8     2.9    1430    851.5    5.9  49   -3.9  223   7.5

   6 10     2.9    1436    850.9    5.9  48   -4.3  223   7.5

   6 12     2.9    1442    850.4    5.9  48   -4.2  223   7.5

   6 14     2.9    1447    849.8    5.9  48   -4.2  223   7.5

   6 16     2.9    1453    849.2    5.9  47   -4.5  223   7.5

   6 18     2.9    1458    848.6    5.9  47   -4.5  223   7.5

   6 20     2.9    1464    848.0    5.9  47   -4.5  223   7.5

   6 22     2.8    1469    847.5    5.9  47   -4.5  223   7.5

   6 24     2.8    1475    846.9    5.9  47   -4.5  223   7.5

   6 26     2.8    1480    846.3    5.9  46   -4.8  224   7.5

   6 28     2.8    1486    845.7    5.9  46   -4.8  224   7.5

   6 30     2.8    1491    845.1    5.9  46   -4.8  224   7.5

   6 32     2.7    1496    844.6    5.9  46   -4.8  224   7.5

   6 34     2.7    1501    844.1    6.0  46   -4.7  224   7.5

   6 36     2.7    1507    843.5    6.0  45   -5.0  226   7.6

   6 38     2.7    1512    843.0    6.1  45   -4.9  226   7.6

   6 40     2.7    1517    842.5    6.1  45   -4.9  226   7.6

   6 42     2.7    1523    841.9    6.1  45   -4.9  226   7.6

   6 44     2.7    1528    841.3    6.1  44   -5.2  226   7.6

   6 46     2.7    1534    840.7    6.1  44   -5.2  228   7.6

   6 48     2.7    1539    840.2    6.1  43   -5.5  228   7.6

   6 50     2.7    1545    839.6    6.1  43   -5.5  228   7.6

   6 52     2.7    1551    839.0    6.1  43   -5.5  228   7.6

   6 54     2.7    1556    838.4    6.1  43   -5.5  228   7.6

   6 56     2.7    1562    837.9    6.1  42   -5.8  230   7.6

   6 58     2.7    1567    837.3    6.1  42   -5.8  230   7.6

   7  0     2.7    1573    836.7    6.1  42   -5.8  230   7.6

   7  2     2.7    1578    836.2    6.1  42   -5.8  230   7.6

   7  4     2.7    1583    835.7    6.1  42   -5.8  230   7.6

   7  6     2.7    1589    835.1    6.0  41   -6.2  233   7.7

   7  8     2.7    1594    834.6    6.0  41   -6.2  233   7.7

   7 10     2.7    1599    834.1    6.0  41   -6.2  233   7.7

   7 12     2.7    1605    833.5    6.0  41   -6.2  233   7.7

